experiment_id,case,experiment_family,scenario,latency_seconds,latency_std_seconds,jitter_multiplier,budget_seconds,top_tier_latency_seconds,middle_tier_latency_seconds,bottom_tier_latency_seconds,delayed_links,simulation_config_file,run_config_file,num_runs,seed_start,seed_end,max_parallel,description
0,1,Global latency sweep,All links,0,0,,,,,,All communication links,5_swarms_100_ucav_0.pbtxt,batch_5_swarms_100_ucav_0.pbtxt,50,100,149,17,Global one-way latency of 0 seconds on every link.
1,1,Global latency sweep,All links,0.0001,0,,,,,,All communication links,5_swarms_100_ucav_1.pbtxt,batch_5_swarms_100_ucav_1.pbtxt,50,100,149,17,Global one-way latency of 0.0001 seconds on every link.
2,1,Global latency sweep,All links,0.0002,0,,,,,,All communication links,5_swarms_100_ucav_2.pbtxt,batch_5_swarms_100_ucav_2.pbtxt,50,100,149,17,Global one-way latency of 0.0002 seconds on every link.
3,1,Global latency sweep,All links,0.0003,0,,,,,,All communication links,5_swarms_100_ucav_3.pbtxt,batch_5_swarms_100_ucav_3.pbtxt,50,100,149,17,Global one-way latency of 0.0003 seconds on every link.
4,1,Global latency sweep,All links,0.0004,0,,,,,,All communication links,5_swarms_100_ucav_4.pbtxt,batch_5_swarms_100_ucav_4.pbtxt,50,100,149,17,Global one-way latency of 0.0004 seconds on every link.
5,1,Global latency sweep,All links,0.0005,0,,,,,,All communication links,5_swarms_100_ucav_5.pbtxt,batch_5_swarms_100_ucav_5.pbtxt,50,100,149,17,Global one-way latency of 0.0005 seconds on every link.
6,1,Global latency sweep,All links,0.0006,0,,,,,,All communication links,5_swarms_100_ucav_6.pbtxt,batch_5_swarms_100_ucav_6.pbtxt,50,100,149,17,Global one-way latency of 0.0006 seconds on every link.
7,1,Global latency sweep,All links,0.0007,0,,,,,,All communication links,5_swarms_100_ucav_7.pbtxt,batch_5_swarms_100_ucav_7.pbtxt,50,100,149,17,Global one-way latency of 0.0007 seconds on every link.
8,1,Global latency sweep,All links,0.0008,0,,,,,,All communication links,5_swarms_100_ucav_8.pbtxt,batch_5_swarms_100_ucav_8.pbtxt,50,100,149,17,Global one-way latency of 0.0008 seconds on every link.
9,1,Global latency sweep,All links,0.0009,0,,,,,,All communication links,5_swarms_100_ucav_9.pbtxt,batch_5_swarms_100_ucav_9.pbtxt,50,100,149,17,Global one-way latency of 0.0009 seconds on every link.
10,1,Global latency sweep,All links,0.001,0,,,,,,All communication links,5_swarms_100_ucav_10.pbtxt,batch_5_swarms_100_ucav_10.pbtxt,50,100,149,17,Global one-way latency of 0.001 seconds on every link.
11,1,Global latency sweep,All links,0.002,0,,,,,,All communication links,5_swarms_100_ucav_11.pbtxt,batch_5_swarms_100_ucav_11.pbtxt,50,100,149,17,Global one-way latency of 0.002 seconds on every link.
12,1,Global latency sweep,All links,0.003,0,,,,,,All communication links,5_swarms_100_ucav_12.pbtxt,batch_5_swarms_100_ucav_12.pbtxt,50,100,149,17,Global one-way latency of 0.003 seconds on every link.
13,1,Global latency sweep,All links,0.004,0,,,,,,All communication links,5_swarms_100_ucav_13.pbtxt,batch_5_swarms_100_ucav_13.pbtxt,50,100,149,17,Global one-way latency of 0.004 seconds on every link.
14,1,Global latency sweep,All links,0.005,0,,,,,,All communication links,5_swarms_100_ucav_14.pbtxt,batch_5_swarms_100_ucav_14.pbtxt,50,100,149,17,Global one-way latency of 0.005 seconds on every link.
15,1,Global latency sweep,All links,0.006,0,,,,,,All communication links,5_swarms_100_ucav_15.pbtxt,batch_5_swarms_100_ucav_15.pbtxt,50,100,149,17,Global one-way latency of 0.006 seconds on every link.
16,1,Global latency sweep,All links,0.007,0,,,,,,All communication links,5_swarms_100_ucav_16.pbtxt,batch_5_swarms_100_ucav_16.pbtxt,50,100,149,17,Global one-way latency of 0.007 seconds on every link.
17,1,Global latency sweep,All links,0.008,0,,,,,,All communication links,5_swarms_100_ucav_17.pbtxt,batch_5_swarms_100_ucav_17.pbtxt,50,100,149,17,Global one-way latency of 0.008 seconds on every link.
18,1,Global latency sweep,All links,0.009,0,,,,,,All communication links,5_swarms_100_ucav_18.pbtxt,batch_5_swarms_100_ucav_18.pbtxt,50,100,149,17,Global one-way latency of 0.009 seconds on every link.
19,1,Global latency sweep,All links,0.01,0,,,,,,All communication links,5_swarms_100_ucav_19.pbtxt,batch_5_swarms_100_ucav_19.pbtxt,50,100,149,17,Global one-way latency of 0.01 seconds on every link.
20,1,Global latency sweep,All links,0.02,0,,,,,,All communication links,5_swarms_100_ucav_20.pbtxt,batch_5_swarms_100_ucav_20.pbtxt,50,100,149,17,Global one-way latency of 0.02 seconds on every link.
21,1,Global latency sweep,All links,0.03,0,,,,,,All communication links,5_swarms_100_ucav_21.pbtxt,batch_5_swarms_100_ucav_21.pbtxt,50,100,149,17,Global one-way latency of 0.03 seconds on every link.
22,1,Global latency sweep,All links,0.04,0,,,,,,All communication links,5_swarms_100_ucav_22.pbtxt,batch_5_swarms_100_ucav_22.pbtxt,50,100,149,17,Global one-way latency of 0.04 seconds on every link.
23,1,Global latency sweep,All links,0.05,0,,,,,,All communication links,5_swarms_100_ucav_23.pbtxt,batch_5_swarms_100_ucav_23.pbtxt,50,100,149,17,Global one-way latency of 0.05 seconds on every link.
24,1,Global latency sweep,All links,0.06,0,,,,,,All communication links,5_swarms_100_ucav_24.pbtxt,batch_5_swarms_100_ucav_24.pbtxt,50,100,149,17,Global one-way latency of 0.06 seconds on every link.
25,1,Global latency sweep,All links,0.07,0,,,,,,All communication links,5_swarms_100_ucav_25.pbtxt,batch_5_swarms_100_ucav_25.pbtxt,50,100,149,17,Global one-way latency of 0.07 seconds on every link.
26,1,Global latency sweep,All links,0.08,0,,,,,,All communication links,5_swarms_100_ucav_26.pbtxt,batch_5_swarms_100_ucav_26.pbtxt,50,100,149,17,Global one-way latency of 0.08 seconds on every link.
27,1,Global latency sweep,All links,0.09,0,,,,,,All communication links,5_swarms_100_ucav_27.pbtxt,batch_5_swarms_100_ucav_27.pbtxt,50,100,149,17,Global one-way latency of 0.09 seconds on every link.
28,1,Global latency sweep,All links,0.1,0,,,,,,All communication links,5_swarms_100_ucav_28.pbtxt,batch_5_swarms_100_ucav_28.pbtxt,50,100,149,17,Global one-way latency of 0.1 seconds on every link.
29,1,Global latency sweep,All links,0.2,0,,,,,,All communication links,5_swarms_100_ucav_29.pbtxt,batch_5_swarms_100_ucav_29.pbtxt,50,100,149,17,Global one-way latency of 0.2 seconds on every link.
30,1,Global latency sweep,All links,0.3,0,,,,,,All communication links,5_swarms_100_ucav_30.pbtxt,batch_5_swarms_100_ucav_30.pbtxt,50,100,149,17,Global one-way latency of 0.3 seconds on every link.
31,1,Global latency sweep,All links,0.4,0,,,,,,All communication links,5_swarms_100_ucav_31.pbtxt,batch_5_swarms_100_ucav_31.pbtxt,50,100,149,17,Global one-way latency of 0.4 seconds on every link.
32,1,Global latency sweep,All links,0.5,0,,,,,,All communication links,5_swarms_100_ucav_32.pbtxt,batch_5_swarms_100_ucav_32.pbtxt,50,100,149,17,Global one-way latency of 0.5 seconds on every link.
33,1,Global latency sweep,All links,0.6,0,,,,,,All communication links,5_swarms_100_ucav_33.pbtxt,batch_5_swarms_100_ucav_33.pbtxt,50,100,149,17,Global one-way latency of 0.6 seconds on every link.
34,1,Global latency sweep,All links,0.7,0,,,,,,All communication links,5_swarms_100_ucav_34.pbtxt,batch_5_swarms_100_ucav_34.pbtxt,50,100,149,17,Global one-way latency of 0.7 seconds on every link.
35,1,Global latency sweep,All links,0.8,0,,,,,,All communication links,5_swarms_100_ucav_35.pbtxt,batch_5_swarms_100_ucav_35.pbtxt,50,100,149,17,Global one-way latency of 0.8 seconds on every link.
36,1,Global latency sweep,All links,0.9,0,,,,,,All communication links,5_swarms_100_ucav_36.pbtxt,batch_5_swarms_100_ucav_36.pbtxt,50,100,149,17,Global one-way latency of 0.9 seconds on every link.
37,1,Global latency sweep,All links,1,0,,,,,,All communication links,5_swarms_100_ucav_37.pbtxt,batch_5_swarms_100_ucav_37.pbtxt,50,100,149,17,Global one-way latency of 1 seconds on every link.
38,1,Global latency sweep,All links,2,0,,,,,,All communication links,5_swarms_100_ucav_38.pbtxt,batch_5_swarms_100_ucav_38.pbtxt,50,100,149,17,Global one-way latency of 2 seconds on every link.
39,1,Global latency sweep,All links,3,0,,,,,,All communication links,5_swarms_100_ucav_39.pbtxt,batch_5_swarms_100_ucav_39.pbtxt,50,100,149,17,Global one-way latency of 3 seconds on every link.
40,1,Global latency sweep,All links,4,0,,,,,,All communication links,5_swarms_100_ucav_40.pbtxt,batch_5_swarms_100_ucav_40.pbtxt,50,100,149,17,Global one-way latency of 4 seconds on every link.
41,1,Global latency sweep,All links,5,0,,,,,,All communication links,5_swarms_100_ucav_41.pbtxt,batch_5_swarms_100_ucav_41.pbtxt,50,100,149,17,Global one-way latency of 5 seconds on every link.
42,1,Global latency sweep,All links,6,0,,,,,,All communication links,5_swarms_100_ucav_42.pbtxt,batch_5_swarms_100_ucav_42.pbtxt,50,100,149,17,Global one-way latency of 6 seconds on every link.
43,1,Global latency sweep,All links,7,0,,,,,,All communication links,5_swarms_100_ucav_43.pbtxt,batch_5_swarms_100_ucav_43.pbtxt,50,100,149,17,Global one-way latency of 7 seconds on every link.
44,1,Global latency sweep,All links,8,0,,,,,,All communication links,5_swarms_100_ucav_44.pbtxt,batch_5_swarms_100_ucav_44.pbtxt,50,100,149,17,Global one-way latency of 8 seconds on every link.
45,1,Global latency sweep,All links,9,0,,,,,,All communication links,5_swarms_100_ucav_45.pbtxt,batch_5_swarms_100_ucav_45.pbtxt,50,100,149,17,Global one-way latency of 9 seconds on every link.
46,1,Global latency sweep,All links,10,0,,,,,,All communication links,5_swarms_100_ucav_46.pbtxt,batch_5_swarms_100_ucav_46.pbtxt,50,100,149,17,Global one-way latency of 10 seconds on every link.
100,2,Single-tier isolation,IADS <-> Vessel,0,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_100.pbtxt,batch_5_swarms_100_ucav_100.pbtxt,50,100,149,17,Isolates 0-second bidirectional latency on the IADS <-> Vessel tier.
101,2,Single-tier isolation,IADS <-> Vessel,0.002,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_101.pbtxt,batch_5_swarms_100_ucav_101.pbtxt,50,100,149,17,Isolates 0.002-second bidirectional latency on the IADS <-> Vessel tier.
102,2,Single-tier isolation,IADS <-> Vessel,0.004,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_102.pbtxt,batch_5_swarms_100_ucav_102.pbtxt,50,100,149,17,Isolates 0.004-second bidirectional latency on the IADS <-> Vessel tier.
103,2,Single-tier isolation,IADS <-> Vessel,0.006,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_103.pbtxt,batch_5_swarms_100_ucav_103.pbtxt,50,100,149,17,Isolates 0.006-second bidirectional latency on the IADS <-> Vessel tier.
104,2,Single-tier isolation,IADS <-> Vessel,0.008,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_104.pbtxt,batch_5_swarms_100_ucav_104.pbtxt,50,100,149,17,Isolates 0.008-second bidirectional latency on the IADS <-> Vessel tier.
105,2,Single-tier isolation,IADS <-> Vessel,0.01,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_105.pbtxt,batch_5_swarms_100_ucav_105.pbtxt,50,100,149,17,Isolates 0.01-second bidirectional latency on the IADS <-> Vessel tier.
106,2,Single-tier isolation,IADS <-> Vessel,0.02,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_106.pbtxt,batch_5_swarms_100_ucav_106.pbtxt,50,100,149,17,Isolates 0.02-second bidirectional latency on the IADS <-> Vessel tier.
107,2,Single-tier isolation,IADS <-> Vessel,0.04,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_107.pbtxt,batch_5_swarms_100_ucav_107.pbtxt,50,100,149,17,Isolates 0.04-second bidirectional latency on the IADS <-> Vessel tier.
108,2,Single-tier isolation,IADS <-> Vessel,0.06,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_108.pbtxt,batch_5_swarms_100_ucav_108.pbtxt,50,100,149,17,Isolates 0.06-second bidirectional latency on the IADS <-> Vessel tier.
109,2,Single-tier isolation,IADS <-> Vessel,0.08,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_109.pbtxt,batch_5_swarms_100_ucav_109.pbtxt,50,100,149,17,Isolates 0.08-second bidirectional latency on the IADS <-> Vessel tier.
110,2,Single-tier isolation,IADS <-> Vessel,0.1,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_110.pbtxt,batch_5_swarms_100_ucav_110.pbtxt,50,100,149,17,Isolates 0.1-second bidirectional latency on the IADS <-> Vessel tier.
111,2,Single-tier isolation,IADS <-> Vessel,0.2,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_111.pbtxt,batch_5_swarms_100_ucav_111.pbtxt,50,100,149,17,Isolates 0.2-second bidirectional latency on the IADS <-> Vessel tier.
112,2,Single-tier isolation,IADS <-> Vessel,0.4,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_112.pbtxt,batch_5_swarms_100_ucav_112.pbtxt,50,100,149,17,Isolates 0.4-second bidirectional latency on the IADS <-> Vessel tier.
113,2,Single-tier isolation,IADS <-> Vessel,0.6,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_113.pbtxt,batch_5_swarms_100_ucav_113.pbtxt,50,100,149,17,Isolates 0.6-second bidirectional latency on the IADS <-> Vessel tier.
114,2,Single-tier isolation,IADS <-> Vessel,0.8,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_114.pbtxt,batch_5_swarms_100_ucav_114.pbtxt,50,100,149,17,Isolates 0.8-second bidirectional latency on the IADS <-> Vessel tier.
115,2,Single-tier isolation,IADS <-> Vessel,1,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_115.pbtxt,batch_5_swarms_100_ucav_115.pbtxt,50,100,149,17,Isolates 1-second bidirectional latency on the IADS <-> Vessel tier.
116,2,Single-tier isolation,IADS <-> Vessel,2,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_116.pbtxt,batch_5_swarms_100_ucav_116.pbtxt,50,100,149,17,Isolates 2-second bidirectional latency on the IADS <-> Vessel tier.
117,2,Single-tier isolation,IADS <-> Vessel,4,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_117.pbtxt,batch_5_swarms_100_ucav_117.pbtxt,50,100,149,17,Isolates 4-second bidirectional latency on the IADS <-> Vessel tier.
118,2,Single-tier isolation,IADS <-> Vessel,6,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_118.pbtxt,batch_5_swarms_100_ucav_118.pbtxt,50,100,149,17,Isolates 6-second bidirectional latency on the IADS <-> Vessel tier.
119,2,Single-tier isolation,IADS <-> Vessel,8,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_119.pbtxt,batch_5_swarms_100_ucav_119.pbtxt,50,100,149,17,Isolates 8-second bidirectional latency on the IADS <-> Vessel tier.
120,2,Single-tier isolation,IADS <-> Vessel,10,0,,,,,,IADS<->VESSEL,5_swarms_100_ucav_120.pbtxt,batch_5_swarms_100_ucav_120.pbtxt,50,100,149,17,Isolates 10-second bidirectional latency on the IADS <-> Vessel tier.
121,2,Single-tier isolation,Vessel <-> Carrier,0,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_121.pbtxt,batch_5_swarms_100_ucav_121.pbtxt,50,100,149,17,Isolates 0-second bidirectional latency on the Vessel <-> Carrier tier.
122,2,Single-tier isolation,Vessel <-> Carrier,0.002,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_122.pbtxt,batch_5_swarms_100_ucav_122.pbtxt,50,100,149,17,Isolates 0.002-second bidirectional latency on the Vessel <-> Carrier tier.
123,2,Single-tier isolation,Vessel <-> Carrier,0.004,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_123.pbtxt,batch_5_swarms_100_ucav_123.pbtxt,50,100,149,17,Isolates 0.004-second bidirectional latency on the Vessel <-> Carrier tier.
124,2,Single-tier isolation,Vessel <-> Carrier,0.006,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_124.pbtxt,batch_5_swarms_100_ucav_124.pbtxt,50,100,149,17,Isolates 0.006-second bidirectional latency on the Vessel <-> Carrier tier.
125,2,Single-tier isolation,Vessel <-> Carrier,0.008,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_125.pbtxt,batch_5_swarms_100_ucav_125.pbtxt,50,100,149,17,Isolates 0.008-second bidirectional latency on the Vessel <-> Carrier tier.
126,2,Single-tier isolation,Vessel <-> Carrier,0.01,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_126.pbtxt,batch_5_swarms_100_ucav_126.pbtxt,50,100,149,17,Isolates 0.01-second bidirectional latency on the Vessel <-> Carrier tier.
127,2,Single-tier isolation,Vessel <-> Carrier,0.02,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_127.pbtxt,batch_5_swarms_100_ucav_127.pbtxt,50,100,149,17,Isolates 0.02-second bidirectional latency on the Vessel <-> Carrier tier.
128,2,Single-tier isolation,Vessel <-> Carrier,0.04,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_128.pbtxt,batch_5_swarms_100_ucav_128.pbtxt,50,100,149,17,Isolates 0.04-second bidirectional latency on the Vessel <-> Carrier tier.
129,2,Single-tier isolation,Vessel <-> Carrier,0.06,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_129.pbtxt,batch_5_swarms_100_ucav_129.pbtxt,50,100,149,17,Isolates 0.06-second bidirectional latency on the Vessel <-> Carrier tier.
130,2,Single-tier isolation,Vessel <-> Carrier,0.08,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_130.pbtxt,batch_5_swarms_100_ucav_130.pbtxt,50,100,149,17,Isolates 0.08-second bidirectional latency on the Vessel <-> Carrier tier.
131,2,Single-tier isolation,Vessel <-> Carrier,0.1,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_131.pbtxt,batch_5_swarms_100_ucav_131.pbtxt,50,100,149,17,Isolates 0.1-second bidirectional latency on the Vessel <-> Carrier tier.
132,2,Single-tier isolation,Vessel <-> Carrier,0.2,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_132.pbtxt,batch_5_swarms_100_ucav_132.pbtxt,50,100,149,17,Isolates 0.2-second bidirectional latency on the Vessel <-> Carrier tier.
133,2,Single-tier isolation,Vessel <-> Carrier,0.4,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_133.pbtxt,batch_5_swarms_100_ucav_133.pbtxt,50,100,149,17,Isolates 0.4-second bidirectional latency on the Vessel <-> Carrier tier.
134,2,Single-tier isolation,Vessel <-> Carrier,0.6,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_134.pbtxt,batch_5_swarms_100_ucav_134.pbtxt,50,100,149,17,Isolates 0.6-second bidirectional latency on the Vessel <-> Carrier tier.
135,2,Single-tier isolation,Vessel <-> Carrier,0.8,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_135.pbtxt,batch_5_swarms_100_ucav_135.pbtxt,50,100,149,17,Isolates 0.8-second bidirectional latency on the Vessel <-> Carrier tier.
136,2,Single-tier isolation,Vessel <-> Carrier,1,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_136.pbtxt,batch_5_swarms_100_ucav_136.pbtxt,50,100,149,17,Isolates 1-second bidirectional latency on the Vessel <-> Carrier tier.
137,2,Single-tier isolation,Vessel <-> Carrier,2,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_137.pbtxt,batch_5_swarms_100_ucav_137.pbtxt,50,100,149,17,Isolates 2-second bidirectional latency on the Vessel <-> Carrier tier.
138,2,Single-tier isolation,Vessel <-> Carrier,4,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_138.pbtxt,batch_5_swarms_100_ucav_138.pbtxt,50,100,149,17,Isolates 4-second bidirectional latency on the Vessel <-> Carrier tier.
139,2,Single-tier isolation,Vessel <-> Carrier,6,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_139.pbtxt,batch_5_swarms_100_ucav_139.pbtxt,50,100,149,17,Isolates 6-second bidirectional latency on the Vessel <-> Carrier tier.
140,2,Single-tier isolation,Vessel <-> Carrier,8,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_140.pbtxt,batch_5_swarms_100_ucav_140.pbtxt,50,100,149,17,Isolates 8-second bidirectional latency on the Vessel <-> Carrier tier.
141,2,Single-tier isolation,Vessel <-> Carrier,10,0,,,,,,VESSEL<->CARRIER_INTERCEPTOR,5_swarms_100_ucav_141.pbtxt,batch_5_swarms_100_ucav_141.pbtxt,50,100,149,17,Isolates 10-second bidirectional latency on the Vessel <-> Carrier tier.
142,2,Single-tier isolation,Carrier <-> Missile,0,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_142.pbtxt,batch_5_swarms_100_ucav_142.pbtxt,50,100,149,17,Isolates 0-second bidirectional latency on the Carrier <-> Missile tier.
143,2,Single-tier isolation,Carrier <-> Missile,0.002,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_143.pbtxt,batch_5_swarms_100_ucav_143.pbtxt,50,100,149,17,Isolates 0.002-second bidirectional latency on the Carrier <-> Missile tier.
144,2,Single-tier isolation,Carrier <-> Missile,0.004,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_144.pbtxt,batch_5_swarms_100_ucav_144.pbtxt,50,100,149,17,Isolates 0.004-second bidirectional latency on the Carrier <-> Missile tier.
145,2,Single-tier isolation,Carrier <-> Missile,0.006,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_145.pbtxt,batch_5_swarms_100_ucav_145.pbtxt,50,100,149,17,Isolates 0.006-second bidirectional latency on the Carrier <-> Missile tier.
146,2,Single-tier isolation,Carrier <-> Missile,0.008,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_146.pbtxt,batch_5_swarms_100_ucav_146.pbtxt,50,100,149,17,Isolates 0.008-second bidirectional latency on the Carrier <-> Missile tier.
147,2,Single-tier isolation,Carrier <-> Missile,0.01,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_147.pbtxt,batch_5_swarms_100_ucav_147.pbtxt,50,100,149,17,Isolates 0.01-second bidirectional latency on the Carrier <-> Missile tier.
148,2,Single-tier isolation,Carrier <-> Missile,0.02,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_148.pbtxt,batch_5_swarms_100_ucav_148.pbtxt,50,100,149,17,Isolates 0.02-second bidirectional latency on the Carrier <-> Missile tier.
149,2,Single-tier isolation,Carrier <-> Missile,0.04,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_149.pbtxt,batch_5_swarms_100_ucav_149.pbtxt,50,100,149,17,Isolates 0.04-second bidirectional latency on the Carrier <-> Missile tier.
150,2,Single-tier isolation,Carrier <-> Missile,0.06,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_150.pbtxt,batch_5_swarms_100_ucav_150.pbtxt,50,100,149,17,Isolates 0.06-second bidirectional latency on the Carrier <-> Missile tier.
151,2,Single-tier isolation,Carrier <-> Missile,0.08,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_151.pbtxt,batch_5_swarms_100_ucav_151.pbtxt,50,100,149,17,Isolates 0.08-second bidirectional latency on the Carrier <-> Missile tier.
152,2,Single-tier isolation,Carrier <-> Missile,0.1,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_152.pbtxt,batch_5_swarms_100_ucav_152.pbtxt,50,100,149,17,Isolates 0.1-second bidirectional latency on the Carrier <-> Missile tier.
153,2,Single-tier isolation,Carrier <-> Missile,0.2,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_153.pbtxt,batch_5_swarms_100_ucav_153.pbtxt,50,100,149,17,Isolates 0.2-second bidirectional latency on the Carrier <-> Missile tier.
154,2,Single-tier isolation,Carrier <-> Missile,0.4,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_154.pbtxt,batch_5_swarms_100_ucav_154.pbtxt,50,100,149,17,Isolates 0.4-second bidirectional latency on the Carrier <-> Missile tier.
155,2,Single-tier isolation,Carrier <-> Missile,0.6,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_155.pbtxt,batch_5_swarms_100_ucav_155.pbtxt,50,100,149,17,Isolates 0.6-second bidirectional latency on the Carrier <-> Missile tier.
156,2,Single-tier isolation,Carrier <-> Missile,0.8,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_156.pbtxt,batch_5_swarms_100_ucav_156.pbtxt,50,100,149,17,Isolates 0.8-second bidirectional latency on the Carrier <-> Missile tier.
157,2,Single-tier isolation,Carrier <-> Missile,1,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_157.pbtxt,batch_5_swarms_100_ucav_157.pbtxt,50,100,149,17,Isolates 1-second bidirectional latency on the Carrier <-> Missile tier.
158,2,Single-tier isolation,Carrier <-> Missile,2,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_158.pbtxt,batch_5_swarms_100_ucav_158.pbtxt,50,100,149,17,Isolates 2-second bidirectional latency on the Carrier <-> Missile tier.
159,2,Single-tier isolation,Carrier <-> Missile,4,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_159.pbtxt,batch_5_swarms_100_ucav_159.pbtxt,50,100,149,17,Isolates 4-second bidirectional latency on the Carrier <-> Missile tier.
160,2,Single-tier isolation,Carrier <-> Missile,6,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_160.pbtxt,batch_5_swarms_100_ucav_160.pbtxt,50,100,149,17,Isolates 6-second bidirectional latency on the Carrier <-> Missile tier.
161,2,Single-tier isolation,Carrier <-> Missile,8,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_161.pbtxt,batch_5_swarms_100_ucav_161.pbtxt,50,100,149,17,Isolates 8-second bidirectional latency on the Carrier <-> Missile tier.
162,2,Single-tier isolation,Carrier <-> Missile,10,0,,,,,,CARRIER_INTERCEPTOR<->MISSILE_INTERCEPTOR,5_swarms_100_ucav_162.pbtxt,batch_5_swarms_100_ucav_162.pbtxt,50,100,149,17,Isolates 10-second bidirectional latency on the Carrier <-> Missile tier.
1000,3,Directional latency,All upward,0,0,,,,,,VESSEL->IADS; CARRIER_INTERCEPTOR->VESSEL; MISSILE_INTERCEPTOR->CARRIER_INTERCEPTOR,5_swarms_100_ucav_1000.pbtxt,batch_5_swarms_100_ucav_1000.pbtxt,50,100,149,17,Applies 0-second one-way latency to the all upward communication path.
