experiment_id,case,experiment_family,scenario,latency_seconds,latency_std_seconds,jitter_multiplier,budget_seconds,top_tier_latency_seconds,middle_tier_latency_seconds,bottom_tier_latency_seconds,delayed_links,simulation_config_file,run_config_file,num_runs,seed_start,seed_end,max_parallel,description
100021,6,Global latency jitter,Jitter 0.1x mean,0.001,0.0001,0.1,,,,,All communication links,5_swarms_100_ucav_100021.pbtxt,batch_5_swarms_100_ucav_100021.pbtxt,50,100,149,17,Global mean latency 0.001 seconds with jitter standard deviation 0.0001 seconds (0.1x mean).
100022,6,Global latency jitter,Jitter 0.1x mean,0.002,0.0002,0.1,,,,,All communication links,5_swarms_100_ucav_100022.pbtxt,batch_5_swarms_100_ucav_100022.pbtxt,50,100,149,17,Global mean latency 0.002 seconds with jitter standard deviation 0.0002 seconds (0.1x mean).
100023,6,Global latency jitter,Jitter 0.1x mean,0.004,0.0004,0.1,,,,,All communication links,5_swarms_100_ucav_100023.pbtxt,batch_5_swarms_100_ucav_100023.pbtxt,50,100,149,17,Global mean latency 0.004 seconds with jitter standard deviation 0.0004 seconds (0.1x mean).
100024,6,Global latency jitter,Jitter 0.1x mean,0.006,0.0006,0.1,,,,,All communication links,5_swarms_100_ucav_100024.pbtxt,batch_5_swarms_100_ucav_100024.pbtxt,50,100,149,17,Global mean latency 0.006 seconds with jitter standard deviation 0.0006 seconds (0.1x mean).
100025,6,Global latency jitter,Jitter 0.1x mean,0.008,0.0008,0.1,,,,,All communication links,5_swarms_100_ucav_100025.pbtxt,batch_5_swarms_100_ucav_100025.pbtxt,50,100,149,17,Global mean latency 0.008 seconds with jitter standard deviation 0.0008 seconds (0.1x mean).
100026,6,Global latency jitter,Jitter 0.1x mean,0.01,0.001,0.1,,,,,All communication links,5_swarms_100_ucav_100026.pbtxt,batch_5_swarms_100_ucav_100026.pbtxt,50,100,149,17,Global mean latency 0.01 seconds with jitter standard deviation 0.001 seconds (0.1x mean).
100027,6,Global latency jitter,Jitter 0.1x mean,0.02,0.002,0.1,,,,,All communication links,5_swarms_100_ucav_100027.pbtxt,batch_5_swarms_100_ucav_100027.pbtxt,50,100,149,17,Global mean latency 0.02 seconds with jitter standard deviation 0.002 seconds (0.1x mean).
100028,6,Global latency jitter,Jitter 0.1x mean,0.04,0.004,0.1,,,,,All communication links,5_swarms_100_ucav_100028.pbtxt,batch_5_swarms_100_ucav_100028.pbtxt,50,100,149,17,Global mean latency 0.04 seconds with jitter standard deviation 0.004 seconds (0.1x mean).
100029,6,Global latency jitter,Jitter 0.1x mean,0.06,0.006,0.1,,,,,All communication links,5_swarms_100_ucav_100029.pbtxt,batch_5_swarms_100_ucav_100029.pbtxt,50,100,149,17,Global mean latency 0.06 seconds with jitter standard deviation 0.006 seconds (0.1x mean).
100030,6,Global latency jitter,Jitter 0.1x mean,0.08,0.008,0.1,,,,,All communication links,5_swarms_100_ucav_100030.pbtxt,batch_5_swarms_100_ucav_100030.pbtxt,50,100,149,17,Global mean latency 0.08 seconds with jitter standard deviation 0.008 seconds (0.1x mean).
100031,6,Global latency jitter,Jitter 0.1x mean,0.1,0.01,0.1,,,,,All communication links,5_swarms_100_ucav_100031.pbtxt,batch_5_swarms_100_ucav_100031.pbtxt,50,100,149,17,Global mean latency 0.1 seconds with jitter standard deviation 0.01 seconds (0.1x mean).
100032,6,Global latency jitter,Jitter 0.1x mean,0.2,0.02,0.1,,,,,All communication links,5_swarms_100_ucav_100032.pbtxt,batch_5_swarms_100_ucav_100032.pbtxt,50,100,149,17,Global mean latency 0.2 seconds with jitter standard deviation 0.02 seconds (0.1x mean).
100033,6,Global latency jitter,Jitter 0.1x mean,0.4,0.04,0.1,,,,,All communication links,5_swarms_100_ucav_100033.pbtxt,batch_5_swarms_100_ucav_100033.pbtxt,50,100,149,17,Global mean latency 0.4 seconds with jitter standard deviation 0.04 seconds (0.1x mean).
100034,6,Global latency jitter,Jitter 0.1x mean,0.6,0.06,0.1,,,,,All communication links,5_swarms_100_ucav_100034.pbtxt,batch_5_swarms_100_ucav_100034.pbtxt,50,100,149,17,Global mean latency 0.6 seconds with jitter standard deviation 0.06 seconds (0.1x mean).
100035,6,Global latency jitter,Jitter 0.1x mean,0.8,0.08,0.1,,,,,All communication links,5_swarms_100_ucav_100035.pbtxt,batch_5_swarms_100_ucav_100035.pbtxt,50,100,149,17,Global mean latency 0.8 seconds with jitter standard deviation 0.08 seconds (0.1x mean).
100036,6,Global latency jitter,Jitter 0.1x mean,1,0.1,0.1,,,,,All communication links,5_swarms_100_ucav_100036.pbtxt,batch_5_swarms_100_ucav_100036.pbtxt,50,100,149,17,Global mean latency 1 seconds with jitter standard deviation 0.1 seconds (0.1x mean).
100037,6,Global latency jitter,Jitter 0.1x mean,2,0.2,0.1,,,,,All communication links,5_swarms_100_ucav_100037.pbtxt,batch_5_swarms_100_ucav_100037.pbtxt,50,100,149,17,Global mean latency 2 seconds with jitter standard deviation 0.2 seconds (0.1x mean).
100038,6,Global latency jitter,Jitter 0.1x mean,4,0.4,0.1,,,,,All communication links,5_swarms_100_ucav_100038.pbtxt,batch_5_swarms_100_ucav_100038.pbtxt,50,100,149,17,Global mean latency 4 seconds with jitter standard deviation 0.4 seconds (0.1x mean).
100039,6,Global latency jitter,Jitter 0.1x mean,6,0.6,0.1,,,,,All communication links,5_swarms_100_ucav_100039.pbtxt,batch_5_swarms_100_ucav_100039.pbtxt,50,100,149,17,Global mean latency 6 seconds with jitter standard deviation 0.6 seconds (0.1x mean).
100040,6,Global latency jitter,Jitter 0.1x mean,8,0.8,0.1,,,,,All communication links,5_swarms_100_ucav_100040.pbtxt,batch_5_swarms_100_ucav_100040.pbtxt,50,100,149,17,Global mean latency 8 seconds with jitter standard deviation 0.8 seconds (0.1x mean).
100041,6,Global latency jitter,Jitter 0.1x mean,10,1,0.1,,,,,All communication links,5_swarms_100_ucav_100041.pbtxt,batch_5_swarms_100_ucav_100041.pbtxt,50,100,149,17,Global mean latency 10 seconds with jitter standard deviation 1 seconds (0.1x mean).
100042,6,Global latency jitter,Jitter 0.25x mean,0.001,0.00025,0.25,,,,,All communication links,5_swarms_100_ucav_100042.pbtxt,batch_5_swarms_100_ucav_100042.pbtxt,50,100,149,17,Global mean latency 0.001 seconds with jitter standard deviation 0.00025 seconds (0.25x mean).
100043,6,Global latency jitter,Jitter 0.25x mean,0.002,0.0005,0.25,,,,,All communication links,5_swarms_100_ucav_100043.pbtxt,batch_5_swarms_100_ucav_100043.pbtxt,50,100,149,17,Global mean latency 0.002 seconds with jitter standard deviation 0.0005 seconds (0.25x mean).
100044,6,Global latency jitter,Jitter 0.25x mean,0.004,0.001,0.25,,,,,All communication links,5_swarms_100_ucav_100044.pbtxt,batch_5_swarms_100_ucav_100044.pbtxt,50,100,149,17,Global mean latency 0.004 seconds with jitter standard deviation 0.001 seconds (0.25x mean).
100045,6,Global latency jitter,Jitter 0.25x mean,0.006,0.0015,0.25,,,,,All communication links,5_swarms_100_ucav_100045.pbtxt,batch_5_swarms_100_ucav_100045.pbtxt,50,100,149,17,Global mean latency 0.006 seconds with jitter standard deviation 0.0015 seconds (0.25x mean).
100046,6,Global latency jitter,Jitter 0.25x mean,0.008,0.002,0.25,,,,,All communication links,5_swarms_100_ucav_100046.pbtxt,batch_5_swarms_100_ucav_100046.pbtxt,50,100,149,17,Global mean latency 0.008 seconds with jitter standard deviation 0.002 seconds (0.25x mean).
100047,6,Global latency jitter,Jitter 0.25x mean,0.01,0.0025,0.25,,,,,All communication links,5_swarms_100_ucav_100047.pbtxt,batch_5_swarms_100_ucav_100047.pbtxt,50,100,149,17,Global mean latency 0.01 seconds with jitter standard deviation 0.0025 seconds (0.25x mean).
100048,6,Global latency jitter,Jitter 0.25x mean,0.02,0.005,0.25,,,,,All communication links,5_swarms_100_ucav_100048.pbtxt,batch_5_swarms_100_ucav_100048.pbtxt,50,100,149,17,Global mean latency 0.02 seconds with jitter standard deviation 0.005 seconds (0.25x mean).
100049,6,Global latency jitter,Jitter 0.25x mean,0.04,0.01,0.25,,,,,All communication links,5_swarms_100_ucav_100049.pbtxt,batch_5_swarms_100_ucav_100049.pbtxt,50,100,149,17,Global mean latency 0.04 seconds with jitter standard deviation 0.01 seconds (0.25x mean).
100050,6,Global latency jitter,Jitter 0.25x mean,0.06,0.015,0.25,,,,,All communication links,5_swarms_100_ucav_100050.pbtxt,batch_5_swarms_100_ucav_100050.pbtxt,50,100,149,17,Global mean latency 0.06 seconds with jitter standard deviation 0.015 seconds (0.25x mean).
100051,6,Global latency jitter,Jitter 0.25x mean,0.08,0.02,0.25,,,,,All communication links,5_swarms_100_ucav_100051.pbtxt,batch_5_swarms_100_ucav_100051.pbtxt,50,100,149,17,Global mean latency 0.08 seconds with jitter standard deviation 0.02 seconds (0.25x mean).
100052,6,Global latency jitter,Jitter 0.25x mean,0.1,0.025,0.25,,,,,All communication links,5_swarms_100_ucav_100052.pbtxt,batch_5_swarms_100_ucav_100052.pbtxt,50,100,149,17,Global mean latency 0.1 seconds with jitter standard deviation 0.025 seconds (0.25x mean).
100053,6,Global latency jitter,Jitter 0.25x mean,0.2,0.05,0.25,,,,,All communication links,5_swarms_100_ucav_100053.pbtxt,batch_5_swarms_100_ucav_100053.pbtxt,50,100,149,17,Global mean latency 0.2 seconds with jitter standard deviation 0.05 seconds (0.25x mean).
100054,6,Global latency jitter,Jitter 0.25x mean,0.4,0.1,0.25,,,,,All communication links,5_swarms_100_ucav_100054.pbtxt,batch_5_swarms_100_ucav_100054.pbtxt,50,100,149,17,Global mean latency 0.4 seconds with jitter standard deviation 0.1 seconds (0.25x mean).
100055,6,Global latency jitter,Jitter 0.25x mean,0.6,0.15,0.25,,,,,All communication links,5_swarms_100_ucav_100055.pbtxt,batch_5_swarms_100_ucav_100055.pbtxt,50,100,149,17,Global mean latency 0.6 seconds with jitter standard deviation 0.15 seconds (0.25x mean).
100056,6,Global latency jitter,Jitter 0.25x mean,0.8,0.2,0.25,,,,,All communication links,5_swarms_100_ucav_100056.pbtxt,batch_5_swarms_100_ucav_100056.pbtxt,50,100,149,17,Global mean latency 0.8 seconds with jitter standard deviation 0.2 seconds (0.25x mean).
100057,6,Global latency jitter,Jitter 0.25x mean,1,0.25,0.25,,,,,All communication links,5_swarms_100_ucav_100057.pbtxt,batch_5_swarms_100_ucav_100057.pbtxt,50,100,149,17,Global mean latency 1 seconds with jitter standard deviation 0.25 seconds (0.25x mean).
100058,6,Global latency jitter,Jitter 0.25x mean,2,0.5,0.25,,,,,All communication links,5_swarms_100_ucav_100058.pbtxt,batch_5_swarms_100_ucav_100058.pbtxt,50,100,149,17,Global mean latency 2 seconds with jitter standard deviation 0.5 seconds (0.25x mean).
100059,6,Global latency jitter,Jitter 0.25x mean,4,1,0.25,,,,,All communication links,5_swarms_100_ucav_100059.pbtxt,batch_5_swarms_100_ucav_100059.pbtxt,50,100,149,17,Global mean latency 4 seconds with jitter standard deviation 1 seconds (0.25x mean).
100060,6,Global latency jitter,Jitter 0.25x mean,6,1.5,0.25,,,,,All communication links,5_swarms_100_ucav_100060.pbtxt,batch_5_swarms_100_ucav_100060.pbtxt,50,100,149,17,Global mean latency 6 seconds with jitter standard deviation 1.5 seconds (0.25x mean).
100061,6,Global latency jitter,Jitter 0.25x mean,8,2,0.25,,,,,All communication links,5_swarms_100_ucav_100061.pbtxt,batch_5_swarms_100_ucav_100061.pbtxt,50,100,149,17,Global mean latency 8 seconds with jitter standard deviation 2 seconds (0.25x mean).
100062,6,Global latency jitter,Jitter 0.25x mean,10,2.5,0.25,,,,,All communication links,5_swarms_100_ucav_100062.pbtxt,batch_5_swarms_100_ucav_100062.pbtxt,50,100,149,17,Global mean latency 10 seconds with jitter standard deviation 2.5 seconds (0.25x mean).
100063,6,Global latency jitter,Jitter 0.5x mean,0.001,0.0005,0.5,,,,,All communication links,5_swarms_100_ucav_100063.pbtxt,batch_5_swarms_100_ucav_100063.pbtxt,50,100,149,17,Global mean latency 0.001 seconds with jitter standard deviation 0.0005 seconds (0.5x mean).
100064,6,Global latency jitter,Jitter 0.5x mean,0.002,0.001,0.5,,,,,All communication links,5_swarms_100_ucav_100064.pbtxt,batch_5_swarms_100_ucav_100064.pbtxt,50,100,149,17,Global mean latency 0.002 seconds with jitter standard deviation 0.001 seconds (0.5x mean).
100065,6,Global latency jitter,Jitter 0.5x mean,0.004,0.002,0.5,,,,,All communication links,5_swarms_100_ucav_100065.pbtxt,batch_5_swarms_100_ucav_100065.pbtxt,50,100,149,17,Global mean latency 0.004 seconds with jitter standard deviation 0.002 seconds (0.5x mean).
100066,6,Global latency jitter,Jitter 0.5x mean,0.006,0.003,0.5,,,,,All communication links,5_swarms_100_ucav_100066.pbtxt,batch_5_swarms_100_ucav_100066.pbtxt,50,100,149,17,Global mean latency 0.006 seconds with jitter standard deviation 0.003 seconds (0.5x mean).
100067,6,Global latency jitter,Jitter 0.5x mean,0.008,0.004,0.5,,,,,All communication links,5_swarms_100_ucav_100067.pbtxt,batch_5_swarms_100_ucav_100067.pbtxt,50,100,149,17,Global mean latency 0.008 seconds with jitter standard deviation 0.004 seconds (0.5x mean).
100068,6,Global latency jitter,Jitter 0.5x mean,0.01,0.005,0.5,,,,,All communication links,5_swarms_100_ucav_100068.pbtxt,batch_5_swarms_100_ucav_100068.pbtxt,50,100,149,17,Global mean latency 0.01 seconds with jitter standard deviation 0.005 seconds (0.5x mean).
100069,6,Global latency jitter,Jitter 0.5x mean,0.02,0.01,0.5,,,,,All communication links,5_swarms_100_ucav_100069.pbtxt,batch_5_swarms_100_ucav_100069.pbtxt,50,100,149,17,Global mean latency 0.02 seconds with jitter standard deviation 0.01 seconds (0.5x mean).
100070,6,Global latency jitter,Jitter 0.5x mean,0.04,0.02,0.5,,,,,All communication links,5_swarms_100_ucav_100070.pbtxt,batch_5_swarms_100_ucav_100070.pbtxt,50,100,149,17,Global mean latency 0.04 seconds with jitter standard deviation 0.02 seconds (0.5x mean).
100071,6,Global latency jitter,Jitter 0.5x mean,0.06,0.03,0.5,,,,,All communication links,5_swarms_100_ucav_100071.pbtxt,batch_5_swarms_100_ucav_100071.pbtxt,50,100,149,17,Global mean latency 0.06 seconds with jitter standard deviation 0.03 seconds (0.5x mean).
100072,6,Global latency jitter,Jitter 0.5x mean,0.08,0.04,0.5,,,,,All communication links,5_swarms_100_ucav_100072.pbtxt,batch_5_swarms_100_ucav_100072.pbtxt,50,100,149,17,Global mean latency 0.08 seconds with jitter standard deviation 0.04 seconds (0.5x mean).
100073,6,Global latency jitter,Jitter 0.5x mean,0.1,0.05,0.5,,,,,All communication links,5_swarms_100_ucav_100073.pbtxt,batch_5_swarms_100_ucav_100073.pbtxt,50,100,149,17,Global mean latency 0.1 seconds with jitter standard deviation 0.05 seconds (0.5x mean).
100074,6,Global latency jitter,Jitter 0.5x mean,0.2,0.1,0.5,,,,,All communication links,5_swarms_100_ucav_100074.pbtxt,batch_5_swarms_100_ucav_100074.pbtxt,50,100,149,17,Global mean latency 0.2 seconds with jitter standard deviation 0.1 seconds (0.5x mean).
100075,6,Global latency jitter,Jitter 0.5x mean,0.4,0.2,0.5,,,,,All communication links,5_swarms_100_ucav_100075.pbtxt,batch_5_swarms_100_ucav_100075.pbtxt,50,100,149,17,Global mean latency 0.4 seconds with jitter standard deviation 0.2 seconds (0.5x mean).
100076,6,Global latency jitter,Jitter 0.5x mean,0.6,0.3,0.5,,,,,All communication links,5_swarms_100_ucav_100076.pbtxt,batch_5_swarms_100_ucav_100076.pbtxt,50,100,149,17,Global mean latency 0.6 seconds with jitter standard deviation 0.3 seconds (0.5x mean).
100077,6,Global latency jitter,Jitter 0.5x mean,0.8,0.4,0.5,,,,,All communication links,5_swarms_100_ucav_100077.pbtxt,batch_5_swarms_100_ucav_100077.pbtxt,50,100,149,17,Global mean latency 0.8 seconds with jitter standard deviation 0.4 seconds (0.5x mean).
100078,6,Global latency jitter,Jitter 0.5x mean,1,0.5,0.5,,,,,All communication links,5_swarms_100_ucav_100078.pbtxt,batch_5_swarms_100_ucav_100078.pbtxt,50,100,149,17,Global mean latency 1 seconds with jitter standard deviation 0.5 seconds (0.5x mean).
100079,6,Global latency jitter,Jitter 0.5x mean,2,1,0.5,,,,,All communication links,5_swarms_100_ucav_100079.pbtxt,batch_5_swarms_100_ucav_100079.pbtxt,50,100,149,17,Global mean latency 2 seconds with jitter standard deviation 1 seconds (0.5x mean).
100080,6,Global latency jitter,Jitter 0.5x mean,4,2,0.5,,,,,All communication links,5_swarms_100_ucav_100080.pbtxt,batch_5_swarms_100_ucav_100080.pbtxt,50,100,149,17,Global mean latency 4 seconds with jitter standard deviation 2 seconds (0.5x mean).
100081,6,Global latency jitter,Jitter 0.5x mean,6,3,0.5,,,,,All communication links,5_swarms_100_ucav_100081.pbtxt,batch_5_swarms_100_ucav_100081.pbtxt,50,100,149,17,Global mean latency 6 seconds with jitter standard deviation 3 seconds (0.5x mean).
100082,6,Global latency jitter,Jitter 0.5x mean,8,4,0.5,,,,,All communication links,5_swarms_100_ucav_100082.pbtxt,batch_5_swarms_100_ucav_100082.pbtxt,50,100,149,17,Global mean latency 8 seconds with jitter standard deviation 4 seconds (0.5x mean).
100083,6,Global latency jitter,Jitter 0.5x mean,10,5,0.5,,,,,All communication links,5_swarms_100_ucav_100083.pbtxt,batch_5_swarms_100_ucav_100083.pbtxt,50,100,149,17,Global mean latency 10 seconds with jitter standard deviation 5 seconds (0.5x mean).
100084,6,Global latency jitter,Jitter 0.75x mean,0.001,0.00075,0.75,,,,,All communication links,5_swarms_100_ucav_100084.pbtxt,batch_5_swarms_100_ucav_100084.pbtxt,50,100,149,17,Global mean latency 0.001 seconds with jitter standard deviation 0.00075 seconds (0.75x mean).
100085,6,Global latency jitter,Jitter 0.75x mean,0.002,0.0015,0.75,,,,,All communication links,5_swarms_100_ucav_100085.pbtxt,batch_5_swarms_100_ucav_100085.pbtxt,50,100,149,17,Global mean latency 0.002 seconds with jitter standard deviation 0.0015 seconds (0.75x mean).
100086,6,Global latency jitter,Jitter 0.75x mean,0.004,0.003,0.75,,,,,All communication links,5_swarms_100_ucav_100086.pbtxt,batch_5_swarms_100_ucav_100086.pbtxt,50,100,149,17,Global mean latency 0.004 seconds with jitter standard deviation 0.003 seconds (0.75x mean).
100087,6,Global latency jitter,Jitter 0.75x mean,0.006,0.0045,0.75,,,,,All communication links,5_swarms_100_ucav_100087.pbtxt,batch_5_swarms_100_ucav_100087.pbtxt,50,100,149,17,Global mean latency 0.006 seconds with jitter standard deviation 0.0045 seconds (0.75x mean).
100088,6,Global latency jitter,Jitter 0.75x mean,0.008,0.006,0.75,,,,,All communication links,5_swarms_100_ucav_100088.pbtxt,batch_5_swarms_100_ucav_100088.pbtxt,50,100,149,17,Global mean latency 0.008 seconds with jitter standard deviation 0.006 seconds (0.75x mean).
100089,6,Global latency jitter,Jitter 0.75x mean,0.01,0.0075,0.75,,,,,All communication links,5_swarms_100_ucav_100089.pbtxt,batch_5_swarms_100_ucav_100089.pbtxt,50,100,149,17,Global mean latency 0.01 seconds with jitter standard deviation 0.0075 seconds (0.75x mean).
100090,6,Global latency jitter,Jitter 0.75x mean,0.02,0.015,0.75,,,,,All communication links,5_swarms_100_ucav_100090.pbtxt,batch_5_swarms_100_ucav_100090.pbtxt,50,100,149,17,Global mean latency 0.02 seconds with jitter standard deviation 0.015 seconds (0.75x mean).
100091,6,Global latency jitter,Jitter 0.75x mean,0.04,0.03,0.75,,,,,All communication links,5_swarms_100_ucav_100091.pbtxt,batch_5_swarms_100_ucav_100091.pbtxt,50,100,149,17,Global mean latency 0.04 seconds with jitter standard deviation 0.03 seconds (0.75x mean).
100092,6,Global latency jitter,Jitter 0.75x mean,0.06,0.045,0.75,,,,,All communication links,5_swarms_100_ucav_100092.pbtxt,batch_5_swarms_100_ucav_100092.pbtxt,50,100,149,17,Global mean latency 0.06 seconds with jitter standard deviation 0.045 seconds (0.75x mean).
100093,6,Global latency jitter,Jitter 0.75x mean,0.08,0.06,0.75,,,,,All communication links,5_swarms_100_ucav_100093.pbtxt,batch_5_swarms_100_ucav_100093.pbtxt,50,100,149,17,Global mean latency 0.08 seconds with jitter standard deviation 0.06 seconds (0.75x mean).
100094,6,Global latency jitter,Jitter 0.75x mean,0.1,0.075,0.75,,,,,All communication links,5_swarms_100_ucav_100094.pbtxt,batch_5_swarms_100_ucav_100094.pbtxt,50,100,149,17,Global mean latency 0.1 seconds with jitter standard deviation 0.075 seconds (0.75x mean).
100095,6,Global latency jitter,Jitter 0.75x mean,0.2,0.15,0.75,,,,,All communication links,5_swarms_100_ucav_100095.pbtxt,batch_5_swarms_100_ucav_100095.pbtxt,50,100,149,17,Global mean latency 0.2 seconds with jitter standard deviation 0.15 seconds (0.75x mean).
100096,6,Global latency jitter,Jitter 0.75x mean,0.4,0.3,0.75,,,,,All communication links,5_swarms_100_ucav_100096.pbtxt,batch_5_swarms_100_ucav_100096.pbtxt,50,100,149,17,Global mean latency 0.4 seconds with jitter standard deviation 0.3 seconds (0.75x mean).
100097,6,Global latency jitter,Jitter 0.75x mean,0.6,0.45,0.75,,,,,All communication links,5_swarms_100_ucav_100097.pbtxt,batch_5_swarms_100_ucav_100097.pbtxt,50,100,149,17,Global mean latency 0.6 seconds with jitter standard deviation 0.45 seconds (0.75x mean).
100098,6,Global latency jitter,Jitter 0.75x mean,0.8,0.6,0.75,,,,,All communication links,5_swarms_100_ucav_100098.pbtxt,batch_5_swarms_100_ucav_100098.pbtxt,50,100,149,17,Global mean latency 0.8 seconds with jitter standard deviation 0.6 seconds (0.75x mean).
100099,6,Global latency jitter,Jitter 0.75x mean,1,0.75,0.75,,,,,All communication links,5_swarms_100_ucav_100099.pbtxt,batch_5_swarms_100_ucav_100099.pbtxt,50,100,149,17,Global mean latency 1 seconds with jitter standard deviation 0.75 seconds (0.75x mean).
100100,6,Global latency jitter,Jitter 0.75x mean,2,1.5,0.75,,,,,All communication links,5_swarms_100_ucav_100100.pbtxt,batch_5_swarms_100_ucav_100100.pbtxt,50,100,149,17,Global mean latency 2 seconds with jitter standard deviation 1.5 seconds (0.75x mean).
100101,6,Global latency jitter,Jitter 0.75x mean,4,3,0.75,,,,,All communication links,5_swarms_100_ucav_100101.pbtxt,batch_5_swarms_100_ucav_100101.pbtxt,50,100,149,17,Global mean latency 4 seconds with jitter standard deviation 3 seconds (0.75x mean).
100102,6,Global latency jitter,Jitter 0.75x mean,6,4.5,0.75,,,,,All communication links,5_swarms_100_ucav_100102.pbtxt,batch_5_swarms_100_ucav_100102.pbtxt,50,100,149,17,Global mean latency 6 seconds with jitter standard deviation 4.5 seconds (0.75x mean).
100103,6,Global latency jitter,Jitter 0.75x mean,8,6,0.75,,,,,All communication links,5_swarms_100_ucav_100103.pbtxt,batch_5_swarms_100_ucav_100103.pbtxt,50,100,149,17,Global mean latency 8 seconds with jitter standard deviation 6 seconds (0.75x mean).
100104,6,Global latency jitter,Jitter 0.75x mean,10,7.5,0.75,,,,,All communication links,5_swarms_100_ucav_100104.pbtxt,batch_5_swarms_100_ucav_100104.pbtxt,50,100,149,17,Global mean latency 10 seconds with jitter standard deviation 7.5 seconds (0.75x mean).
100105,6,Global latency jitter,Jitter 1x mean,0.001,0.001,1,,,,,All communication links,5_swarms_100_ucav_100105.pbtxt,batch_5_swarms_100_ucav_100105.pbtxt,50,100,149,17,Global mean latency 0.001 seconds with jitter standard deviation 0.001 seconds (1x mean).
100106,6,Global latency jitter,Jitter 1x mean,0.002,0.002,1,,,,,All communication links,5_swarms_100_ucav_100106.pbtxt,batch_5_swarms_100_ucav_100106.pbtxt,50,100,149,17,Global mean latency 0.002 seconds with jitter standard deviation 0.002 seconds (1x mean).
100107,6,Global latency jitter,Jitter 1x mean,0.004,0.004,1,,,,,All communication links,5_swarms_100_ucav_100107.pbtxt,batch_5_swarms_100_ucav_100107.pbtxt,50,100,149,17,Global mean latency 0.004 seconds with jitter standard deviation 0.004 seconds (1x mean).
100108,6,Global latency jitter,Jitter 1x mean,0.006,0.006,1,,,,,All communication links,5_swarms_100_ucav_100108.pbtxt,batch_5_swarms_100_ucav_100108.pbtxt,50,100,149,17,Global mean latency 0.006 seconds with jitter standard deviation 0.006 seconds (1x mean).
100109,6,Global latency jitter,Jitter 1x mean,0.008,0.008,1,,,,,All communication links,5_swarms_100_ucav_100109.pbtxt,batch_5_swarms_100_ucav_100109.pbtxt,50,100,149,17,Global mean latency 0.008 seconds with jitter standard deviation 0.008 seconds (1x mean).
100110,6,Global latency jitter,Jitter 1x mean,0.01,0.01,1,,,,,All communication links,5_swarms_100_ucav_100110.pbtxt,batch_5_swarms_100_ucav_100110.pbtxt,50,100,149,17,Global mean latency 0.01 seconds with jitter standard deviation 0.01 seconds (1x mean).
100111,6,Global latency jitter,Jitter 1x mean,0.02,0.02,1,,,,,All communication links,5_swarms_100_ucav_100111.pbtxt,batch_5_swarms_100_ucav_100111.pbtxt,50,100,149,17,Global mean latency 0.02 seconds with jitter standard deviation 0.02 seconds (1x mean).
100112,6,Global latency jitter,Jitter 1x mean,0.04,0.04,1,,,,,All communication links,5_swarms_100_ucav_100112.pbtxt,batch_5_swarms_100_ucav_100112.pbtxt,50,100,149,17,Global mean latency 0.04 seconds with jitter standard deviation 0.04 seconds (1x mean).
100113,6,Global latency jitter,Jitter 1x mean,0.06,0.06,1,,,,,All communication links,5_swarms_100_ucav_100113.pbtxt,batch_5_swarms_100_ucav_100113.pbtxt,50,100,149,17,Global mean latency 0.06 seconds with jitter standard deviation 0.06 seconds (1x mean).
100114,6,Global latency jitter,Jitter 1x mean,0.08,0.08,1,,,,,All communication links,5_swarms_100_ucav_100114.pbtxt,batch_5_swarms_100_ucav_100114.pbtxt,50,100,149,17,Global mean latency 0.08 seconds with jitter standard deviation 0.08 seconds (1x mean).
100115,6,Global latency jitter,Jitter 1x mean,0.1,0.1,1,,,,,All communication links,5_swarms_100_ucav_100115.pbtxt,batch_5_swarms_100_ucav_100115.pbtxt,50,100,149,17,Global mean latency 0.1 seconds with jitter standard deviation 0.1 seconds (1x mean).
100116,6,Global latency jitter,Jitter 1x mean,0.2,0.2,1,,,,,All communication links,5_swarms_100_ucav_100116.pbtxt,batch_5_swarms_100_ucav_100116.pbtxt,50,100,149,17,Global mean latency 0.2 seconds with jitter standard deviation 0.2 seconds (1x mean).
100117,6,Global latency jitter,Jitter 1x mean,0.4,0.4,1,,,,,All communication links,5_swarms_100_ucav_100117.pbtxt,batch_5_swarms_100_ucav_100117.pbtxt,50,100,149,17,Global mean latency 0.4 seconds with jitter standard deviation 0.4 seconds (1x mean).
100118,6,Global latency jitter,Jitter 1x mean,0.6,0.6,1,,,,,All communication links,5_swarms_100_ucav_100118.pbtxt,batch_5_swarms_100_ucav_100118.pbtxt,50,100,149,17,Global mean latency 0.6 seconds with jitter standard deviation 0.6 seconds (1x mean).
100119,6,Global latency jitter,Jitter 1x mean,0.8,0.8,1,,,,,All communication links,5_swarms_100_ucav_100119.pbtxt,batch_5_swarms_100_ucav_100119.pbtxt,50,100,149,17,Global mean latency 0.8 seconds with jitter standard deviation 0.8 seconds (1x mean).
100120,6,Global latency jitter,Jitter 1x mean,1,1,1,,,,,All communication links,5_swarms_100_ucav_100120.pbtxt,batch_5_swarms_100_ucav_100120.pbtxt,50,100,149,17,Global mean latency 1 seconds with jitter standard deviation 1 seconds (1x mean).
100121,6,Global latency jitter,Jitter 1x mean,2,2,1,,,,,All communication links,5_swarms_100_ucav_100121.pbtxt,batch_5_swarms_100_ucav_100121.pbtxt,50,100,149,17,Global mean latency 2 seconds with jitter standard deviation 2 seconds (1x mean).
